blue_gold,red_gold,blue_cs,red_cs,blue_kills,red_kills,blue_deaths,red_deaths,blue_assists,red_assists,blue_dragons,red_dragons,blue_wards_placed,red_wards_placed,blue_wards_killed,red_wards_killed,blue_towerplates,red_towerplates,first_blood_blue,first_blood_red,first_dragon_blue,first_dragon_red,first_tower_blue,first_tower_red,gold_diff,cs_diff,kill_diff,death_diff,assist_diff,herald_diff,wards_placed_diff,wards_killed_diff,towerplates_diff,blue_mean_level,red_mean_level,diff_mean_level,blue_level7_count,red_level7_count,diff_level7_count,target
15382,17811,264,264,6,10,10,6,3,13,1,0,14,17,3,4,0,1,1,0,1,0,0,0,-2429,0,-4,4,-10,0,-3,-1,-1,20.4,10.6,9.8,3,3,0,0
14747,16452,249,207,6,10,10,6,1,9,0,0,15,19,4,2,1,0,0,1,0,0,0,0,-1705,42,-4,4,-8,0,-4,2,1,48.4,133,-84.6,4,4,0,0
14024,14181,256,252,3,3,3,3,8,8,1,0,15,15,2,3,1,0,1,0,1,0,0,0,-157,4,0,0,0,0,0,-1,1,20,31.8,-11.8,3,5,-2,1
14390,17630,259,264,3,12,12,3,4,15,1,0,33,14,1,2,0,0,1,0,1,0,0,0,-3240,-5,-9,9,-11,0,19,-1,0,28.4,88,-59.6,3,4,-1,1
14613,13483,296,279,2,1,1,2,2,1,0,1,15,13,2,3,0,0,1,0,0,1,0,0,1130,17,1,-1,1,0,2,-1,0,80.8,81.8,-1,5,5,0,0
12484,17707,224,280,1,11,11,1,1,10,0,0,13,9,1,2,0,2,0,1,0,0,0,0,-5223,-56,-10,10,-9,0,4,-1,-2,5.6,58.6,-53,2,2,0,0
13186,16453,237,290,2,7,7,2,3,9,0,0,13,17,2,3,0,2,0,1,0,0,0,0,-3267,-53,-5,5,-6,0,-4,-1,-2,75.6,7,68.6,4,2,2,0
12323,17082,246,293,0,7,8,0,0,8,1,0,16,18,0,4,0,3,0,1,1,0,0,0,-4759,-47,-7,8,-8,0,-2,-4,-3,9,12.2,-3.2,3,2,1,0
14606,16984,289,253,3,10,10,3,2,12,0,0,13,41,4,2,1,2,1,0,0,0,0,0,-2378,36,-7,7,-10,0,-28,2,-1,31,84,-53,4,4,0,0
2567,2572,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,2,0,0,54.4,53.6,0.8,4,4,0,1
14963,14789,259,279,5,3,3,5,8,6,0,1,16,17,1,0,0,1,1,0,0,1,0,0,174,-20,2,-2,2,0,-1,1,-1,42,49,-7,4,3,1,1
13904,15726,250,268,3,5,5,3,3,7,1,0,15,22,2,1,0,0,1,0,1,0,0,0,-1822,-18,-2,2,-4,0,-7,1,0,25,96.2,-71.2,3,3,0,0
12760,18952,208,271,2,13,13,2,1,14,0,1,29,18,3,3,0,2,0,1,0,1,0,0,-6192,-63,-11,11,-13,0,11,0,-2,60.4,64.6,-4.2,3,5,-2,0
14975,15377,310,269,3,6,6,3,2,4,0,1,16,15,3,4,0,0,0,1,0,1,0,0,-402,41,-3,3,-2,0,1,-1,0,9.8,34.8,-25,4,4,0,1
14263,16708,244,281,4,8,8,4,4,5,0,0,11,15,2,2,0,2,0,1,0,0,0,0,-2445,-37,-4,4,-1,0,-4,0,-2,8.6,30.4,-21.8,4,5,-1,0
16463,13606,254,236,8,2,2,8,9,3,0,0,14,14,1,1,0,1,1,0,0,0,0,0,2857,18,6,-6,6,0,0,0,-1,7,37.4,-30.4,1,4,-3,1
15697,15061,253,245,8,6,6,8,4,3,0,1,32,18,2,2,1,2,1,0,0,1,0,0,636,8,2,-2,1,0,14,0,-1,41.4,15.6,25.8,2,4,-2,1
14471,15384,240,233,4,8,8,4,4,6,0,0,16,16,4,1,3,0,0,1,0,0,0,0,-913,7,-4,4,-2,0,0,3,3,16,21.2,-5.2,3,4,-1,0
15395,14445,286,246,4,5,5,4,2,3,0,1,35,13,3,5,1,1,1,0,0,1,0,0,950,40,-1,1,-1,0,22,-2,0,15.2,23,-7.8,4,3,1,1
11062,12211,166,178,4,5,5,5,3,6,0,0,8,11,2,1,0,0,0,1,0,0,0,0,-1149,-12,-1,0,-3,0,-3,1,0,9.6,75.6,-66,4,5,-1,0
14909,14185,282,271,5,3,3,5,2,1,0,1,13,17,3,3,0,0,0,1,0,1,0,0,724,11,2,-2,1,0,-4,0,0,43.4,13.8,29.6,4,3,1,1
15181,14565,283,278,3,3,3,3,5,5,0,1,13,19,7,1,2,0,0,1,0,1,0,0,616,5,0,0,0,0,-6,6,2,45.2,85.4,-40.2,5,4,1,1
14303,14407,256,241,4,5,5,4,4,6,0,0,19,48,2,1,0,0,1,0,0,0,0,0,-104,15,-1,1,-2,0,-29,1,0,73.4,25.8,47.6,4,3,1,1
13564,16398,207,245,6,9,11,6,2,7,0,0,29,29,3,0,0,1,0,1,0,0,0,0,-2834,-38,-3,5,-5,0,0,3,-1,42.6,39.8,2.8,4,5,-1,0
15916,15037,283,268,6,5,5,6,5,3,1,0,18,19,4,4,0,0,1,0,1,0,0,0,879,15,1,-1,2,0,-1,0,0,59.6,11.4,48.2,5,3,2,1
16449,12572,275,241,8,1,1,8,7,0,0,1,18,14,3,1,3,0,1,0,0,1,0,0,3877,34,7,-7,7,0,4,2,3,53.8,29.4,24.4,4,4,0,1
14583,15713,263,285,4,5,5,5,2,4,0,0,14,23,4,2,2,1,1,0,0,0,0,0,-1130,-22,-1,0,-2,0,-9,2,1,67.8,9.8,58,5,3,2,0
14544,15118,287,276,2,4,4,2,4,5,0,0,14,18,2,5,0,1,0,1,0,0,0,0,-574,11,-2,2,-1,0,-4,-3,-1,24.2,27.4,-3.2,3,5,-2,0
16695,13727,285,272,8,1,1,8,10,3,0,1,17,34,4,5,0,1,1,0,0,1,0,0,2968,13,7,-7,7,0,-17,-1,-1,24.8,117.4,-92.6,2,5,-3,1
15072,15644,267,271,5,6,6,5,7,7,0,0,17,32,4,4,0,0,0,1,0,0,0,0,-572,-4,-1,1,0,0,-15,0,0,13.2,111.8,-98.6,5,5,0,1
16703,13832,293,255,7,3,4,7,9,4,0,1,17,15,1,1,0,0,0,1,0,1,0,0,2871,38,4,-3,5,0,2,0,0,85.8,43.2,42.6,4,4,0,1
14515,14463,256,277,3,3,3,3,5,5,0,1,29,19,2,2,0,1,1,0,0,1,0,0,52,-21,0,0,0,0,10,0,-1,5.2,68.8,-63.6,2,2,0,0
14598,17398,222,238,6,14,14,6,5,8,0,0,15,20,5,4,1,0,1,0,0,0,0,0,-2800,-16,-8,8,-3,0,-5,1,1,27,19.2,7.8,1,4,-3,0
15018,15456,255,237,4,6,7,4,8,12,0,0,13,18,4,2,1,1,1,0,0,0,0,0,-438,18,-2,3,-4,0,-5,2,0,155.6,78,77.6,5,3,2,0
15744,15310,244,268,7,6,6,7,11,4,0,0,13,13,1,1,0,0,0,1,0,0,0,0,434,-24,1,-1,7,0,0,0,0,8.8,33.2,-24.4,2,4,-2,1
14752,16220,246,245,6,8,8,7,4,12,0,0,17,19,3,5,0,1,1,0,0,0,0,0,-1468,1,-2,1,-8,0,-2,-2,-1,48.4,14.6,33.8,3,3,0,1
16278,15426,257,257,7,5,5,7,11,5,0,0,15,15,3,4,3,1,1,0,0,0,0,0,852,0,2,-2,6,0,0,-1,2,131.4,63.8,67.6,3,5,-2,1
15440,13927,261,237,5,3,3,5,5,5,0,0,16,15,4,2,0,0,0,1,0,0,0,0,1513,24,2,-2,0,0,1,2,0,94.2,36.2,58,3,5,-2,1
16267,14645,299,256,5,4,4,5,8,9,0,1,11,13,2,2,1,1,0,1,0,1,0,0,1622,43,1,-1,-1,0,-2,0,0,63.6,50.6,13,5,4,1,1
15043,15966,275,271,5,5,5,5,3,6,0,0,15,34,1,1,0,0,1,0,0,0,0,0,-923,4,0,0,-3,0,-19,0,0,13.8,51.8,-38,5,4,1,1
16195,13940,275,263,6,2,2,6,8,3,0,0,19,42,3,6,1,0,1,0,0,0,0,0,2255,12,4,-4,5,0,-23,-3,1,70.2,104.2,-34,4,3,1,1
14265,16354,279,287,2,6,6,2,2,6,0,1,13,16,2,2,1,1,0,1,0,1,0,0,-2089,-8,-4,4,-4,0,-3,0,0,72.4,29.4,43,5,4,1,0
15246,15304,228,251,6,6,6,6,9,6,0,1,14,20,4,0,0,1,0,1,0,1,0,0,-58,-23,0,0,3,0,-6,4,-1,68.8,15.4,53.4,2,3,-1,0
15617,13762,282,271,6,2,2,6,6,3,0,1,16,20,4,3,0,0,0,1,0,1,0,0,1855,11,4,-4,3,0,-4,1,0,62.2,17.8,44.4,4,3,1,0
17605,13871,277,253,9,4,4,9,7,3,0,1,16,12,0,2,5,0,0,1,0,1,0,0,3734,24,5,-5,4,0,4,-2,5,41,40.2,0.8,3,5,-2,1
15678,16128,219,267,9,6,6,9,10,8,0,0,19,18,1,3,0,2,0,1,0,0,0,0,-450,-48,3,-3,2,0,1,-2,-2,29,17.4,11.6,3,4,-1,0
17758,14588,267,243,11,3,3,11,16,2,0,0,13,15,0,2,0,0,1,0,0,0,0,0,3170,24,8,-8,14,0,-2,-2,0,30,37.4,-7.4,4,4,0,1
14511,14739,234,229,5,6,6,5,5,7,0,0,15,30,1,4,0,0,1,0,0,0,0,0,-228,5,-1,1,-2,0,-15,-3,0,111,48.2,62.8,5,3,2,1
15516,15738,295,274,4,5,5,4,3,9,0,0,15,39,0,1,0,0,1,0,0,0,0,0,-222,21,-1,1,-6,0,-24,-1,0,51.2,30.6,20.6,4,5,-1,1
15196,15267,280,276,4,6,6,4,3,2,0,1,14,12,1,3,1,1,0,1,0,1,0,0,-71,4,-2,2,1,0,2,-2,0,12,14.4,-2.4,5,4,1,0
15157,15410,227,243,5,7,8,5,12,7,0,0,30,13,8,0,0,0,0,1,0,0,0,0,-253,-16,-2,3,5,0,17,8,0,41.6,13.8,27.8,5,4,1,1
17428,13577,240,193,13,5,5,13,16,2,0,0,19,14,6,1,1,0,0,1,0,0,0,0,3851,47,8,-8,14,0,5,5,1,36.4,24.2,12.2,3,4,-1,1
15152,17085,261,293,4,9,9,4,5,10,0,1,90,29,5,3,1,1,0,1,0,1,0,0,-1933,-32,-5,5,-5,0,61,2,0,55.4,23.8,31.6,4,2,2,0
16753,15023,212,213,10,6,6,11,10,5,0,0,14,15,0,3,2,0,1,0,0,0,0,0,1730,-1,4,-5,5,0,-1,-3,2,36.2,42.6,-6.4,5,4,1,1
17397,16193,266,252,9,7,7,9,11,8,0,0,124,12,2,2,2,0,1,0,0,0,0,0,1204,14,2,-2,3,0,112,0,2,76.4,28.6,47.8,3,3,0,1
13016,14465,242,292,1,2,2,1,1,2,0,1,16,14,3,4,0,0,0,1,0,1,0,0,-1449,-50,-1,1,-1,0,2,-1,0,16,70.6,-54.6,5,3,2,0
15154,15481,241,259,6,6,6,6,7,4,0,0,18,17,2,3,1,1,0,1,0,0,0,0,-327,-18,0,0,3,0,1,-1,0,20.6,25.8,-5.2,3,4,-1,1
15800,15635,259,264,6,5,6,6,13,3,0,0,17,16,2,4,0,2,0,1,0,0,0,0,165,-5,1,0,10,0,1,-2,-2,20.2,9.2,11,4,4,0,0
15114,17170,282,266,4,9,9,4,5,16,0,0,18,40,1,7,1,1,0,1,0,0,0,0,-2056,16,-5,5,-11,0,-22,-6,0,63,61.6,1.4,4,5,-1,0
16557,14103,275,282,9,2,2,9,14,2,0,0,16,16,0,0,0,1,1,0,0,0,0,0,2454,-7,7,-7,12,0,0,0,-1,97.6,43.8,53.8,5,2,3,1
16434,15380,273,252,7,5,5,7,9,7,1,0,14,13,4,2,3,0,1,0,1,0,0,0,1054,21,2,-2,2,0,1,2,3,4.6,21.2,-16.6,1,5,-4,1
16088,15780,272,260,6,6,6,6,8,7,1,0,15,11,1,3,1,1,0,1,1,0,0,0,308,12,0,0,1,0,4,-2,0,11.4,11.2,0.2,3,2,1,0
14474,17160,275,289,3,10,10,3,3,7,0,1,14,17,3,5,0,2,0,1,0,1,0,0,-2686,-14,-7,7,-4,0,-3,-2,-2,34.2,21.2,13,3,4,-1,0
15726,15768,272,274,6,7,7,6,6,6,0,0,15,20,2,4,1,0,0,1,0,0,0,0,-42,-2,-1,1,0,0,-5,-2,1,81.4,68.4,13,3,4,-1,1
14484,15644,231,237,6,7,7,6,3,10,0,0,17,13,1,3,1,0,0,1,0,0,0,0,-1160,-6,-1,1,-7,0,4,-2,1,11,76.8,-65.8,4,5,-1,1
14235,15771,283,276,2,6,6,2,2,7,0,1,16,20,5,2,0,2,1,0,0,1,0,0,-1536,7,-4,4,-5,0,-4,3,-2,40,15.6,24.4,4,3,1,0
15532,15156,288,274,5,4,4,5,9,7,0,0,22,19,1,4,0,0,1,0,0,0,0,0,376,14,1,-1,2,0,3,-3,0,62.8,40.4,22.4,3,2,1,0
15193,14001,294,271,3,2,2,3,4,3,1,0,16,15,4,3,2,0,1,0,1,0,0,0,1192,23,1,-1,1,0,1,1,2,14.6,182.2,-167.6,4,5,-1,1
14695,13019,279,247,4,1,1,4,3,1,1,0,19,10,1,5,0,0,0,1,1,0,0,0,1676,32,3,-3,2,0,9,-4,0,39,4,35,5,1,4,1
16927,14560,269,258,8,4,4,8,11,3,0,1,16,37,3,4,1,0,1,0,0,1,0,0,2367,11,4,-4,8,0,-21,-1,1,24,28.2,-4.2,5,3,2,1
15267,15568,268,301,6,4,4,6,4,3,1,0,86,12,1,1,0,1,0,1,1,0,0,0,-301,-33,2,-2,1,0,74,0,-1,70.2,13.6,56.6,3,4,-1,0
14052,15831,265,301,3,5,5,3,2,3,0,0,20,23,1,5,0,0,1,0,0,0,0,0,-1779,-36,-2,2,-1,0,-3,-4,0,18.6,96.2,-77.6,4,4,0,0
13788,13974,233,288,3,1,1,3,7,1,0,0,39,18,3,4,1,1,1,0,0,0,0,0,-186,-55,2,-2,6,0,21,-1,0,11.8,62.4,-50.6,4,3,1,1
15301,19300,248,306,6,14,14,6,7,22,0,0,12,17,3,2,0,3,1,0,0,0,0,0,-3999,-58,-8,8,-15,0,-5,1,-3,73.6,96.8,-23.2,5,4,1,0
13384,16634,250,280,2,7,7,2,3,11,0,1,12,16,6,3,0,1,0,1,0,1,0,0,-3250,-30,-5,5,-8,0,-4,3,-1,10,24.8,-14.8,4,5,-1,0
15381,13466,301,265,5,2,2,5,2,2,0,0,14,9,2,0,0,0,1,0,0,0,0,0,1915,36,3,-3,0,0,5,2,0,14.4,54.8,-40.4,4,5,-1,0
17882,16250,239,280,11,5,5,11,15,8,1,0,59,20,3,7,1,4,1,0,1,0,0,0,1632,-41,6,-6,7,0,39,-4,-3,14.6,51,-36.4,3,5,-2,1
15571,15505,211,252,8,7,7,8,11,3,0,1,18,13,1,4,1,4,0,1,0,1,0,0,66,-41,1,-1,8,0,5,-3,-3,92.2,54.2,38,4,4,0,0
14549,17497,262,253,4,10,10,4,7,16,1,0,32,12,3,4,0,1,0,1,1,0,0,0,-2948,9,-6,6,-9,0,20,-1,-1,16.8,26.6,-9.8,5,5,0,0
14857,16928,256,280,4,8,8,4,4,10,0,0,19,20,7,4,0,1,0,1,0,0,0,0,-2071,-24,-4,4,-6,0,-1,3,-1,63.8,130.2,-66.4,5,4,1,1
15374,16491,257,243,5,7,7,5,6,9,0,0,12,16,3,1,2,3,0,1,0,0,0,1,-1117,14,-2,2,-3,0,-4,2,-1,20,42.6,-22.6,3,5,-2,0
16087,13196,268,284,7,0,0,7,13,0,0,1,13,22,3,2,0,0,1,0,0,1,0,0,2891,-16,7,-7,13,0,-9,1,0,37,51.6,-14.6,5,3,2,1
13526,13845,266,248,2,3,3,2,0,6,1,0,25,14,2,2,1,0,0,1,1,0,0,0,-319,18,-1,1,-6,0,11,0,1,19.6,6.2,13.4,1,1,0,0
15955,15364,285,276,6,4,4,6,3,7,0,0,15,16,2,2,2,1,1,0,0,0,0,0,591,9,2,-2,-4,0,-1,0,1,7.4,9.8,-2.4,4,3,1,0
15494,15456,283,276,5,5,5,5,5,7,0,0,18,18,4,1,0,1,1,0,0,0,0,0,38,7,0,0,-2,0,0,3,-1,23.2,72,-48.8,4,4,0,0
15999,15368,285,264,5,5,5,5,4,9,0,0,17,124,3,2,0,0,1,0,0,0,0,0,631,21,0,0,-5,0,-107,1,0,73,9.8,63.2,4,2,2,0
15823,16332,229,276,8,6,6,8,17,6,1,0,47,11,0,3,1,4,0,1,1,0,0,0,-509,-47,2,-2,11,0,36,-3,-3,30.6,27,3.6,4,4,0,1
16760,14967,304,240,7,5,5,7,5,6,1,0,20,13,2,3,1,0,1,0,1,0,0,0,1793,64,2,-2,-1,0,7,-1,1,13.2,15.8,-2.6,4,4,0,1
17690,15210,259,253,12,6,6,12,19,7,0,0,18,15,5,7,1,0,1,0,0,0,0,0,2480,6,6,-6,12,0,3,-2,1,14.4,78.2,-63.8,4,5,-1,1
14110,14596,251,240,4,4,4,4,3,6,0,0,14,15,2,3,0,2,1,0,0,0,0,0,-486,11,0,0,-3,0,-1,-1,-2,8,61.8,-53.8,3,4,-1,0
15403,15922,254,262,6,7,7,6,5,7,0,0,16,17,2,2,1,2,0,1,0,0,0,0,-519,-8,-1,1,-2,0,-1,0,-1,26.2,30.4,-4.2,4,3,1,0
13696,15088,262,276,2,5,5,2,3,5,0,1,21,20,3,1,0,0,0,1,0,1,0,0,-1392,-14,-3,3,-2,0,1,2,0,119.2,88,31.2,5,5,0,0
16431,13849,278,258,6,3,3,6,10,3,1,0,37,14,4,4,1,0,0,1,1,0,0,0,2582,20,3,-3,7,0,23,0,1,20.8,27.6,-6.8,4,5,-1,0
15036,14904,210,239,9,7,7,9,10,2,0,0,10,15,3,1,0,0,1,0,0,0,0,0,132,-29,2,-2,8,0,-5,2,0,13.6,7.8,5.8,4,2,2,0
16130,14529,263,213,7,6,6,7,8,5,0,0,98,141,2,2,1,0,0,1,0,0,0,0,1601,50,1,-1,3,0,-43,0,1,33,25.2,7.8,4,4,0,1
14522,14553,277,267,3,3,3,3,10,5,1,0,23,127,3,6,0,0,1,0,1,0,0,0,-31,10,0,0,5,0,-104,-3,0,37,63,-26,5,2,3,1
14301,15225,268,272,3,4,4,3,2,5,0,0,12,18,5,0,0,0,1,0,0,0,0,0,-924,-4,-1,1,-3,0,-6,5,0,11.6,30.8,-19.2,4,4,0,0
15610,14552,262,261,6,3,3,6,6,6,0,0,44,15,2,1,1,0,1,0,0,0,0,0,1058,1,3,-3,0,0,29,1,1,36.6,73.8,-37.2,3,4,-1,0
16103,15670,280,263,7,7,7,9,3,7,0,1,12,16,5,3,0,1,1,0,0,1,0,0,433,17,0,-2,-4,0,-4,2,-1,28,22.8,5.2,3,3,0,1
16303,14034,284,239,8,4,4,8,9,5,0,0,21,14,3,4,0,0,0,1,0,0,0,0,2269,45,4,-4,4,0,7,-1,0,101.6,54.4,47.2,5,4,1,0
16092,15359,257,242,8,8,8,8,13,8,0,1,14,16,7,5,0,0,1,0,0,1,0,0,733,15,0,0,5,0,-2,2,0,43.4,27.2,16.2,3,2,1,1
15854,14662,262,276,6,3,3,6,7,4,0,0,36,17,5,4,0,1,1,0,0,0,0,0,1192,-14,3,-3,3,0,19,1,-1,74.6,10,64.6,5,5,0,1
16004,15176,268,267,7,4,4,7,6,2,1,0,17,12,2,2,0,3,0,1,1,0,0,0,828,1,3,-3,4,0,5,0,-3,45,25.2,19.8,5,2,3,1
14370,15939,260,269,3,5,5,3,4,6,0,0,17,16,1,4,0,2,0,1,0,0,0,0,-1569,-9,-2,2,-2,0,1,-3,-2,6.4,36.8,-30.4,1,4,-3,0
12967,15655,271,255,0,7,7,0,0,10,0,1,32,13,4,1,0,0,0,1,0,1,0,0,-2688,16,-7,7,-10,0,19,3,0,6.8,37.8,-31,3,4,-1,1
16174,16364,261,262,7,8,8,7,6,8,0,0,19,14,4,2,1,1,1,0,0,0,0,0,-190,-1,-1,1,-2,0,5,2,0,14.4,59.2,-44.8,4,5,-1,1
15486,15623,245,267,6,6,6,6,10,7,0,0,17,19,3,3,0,2,0,1,0,0,0,0,-137,-22,0,0,3,0,-2,0,-2,11.4,22.4,-11,3,2,1,1
15236,16449,247,225,6,10,10,6,4,11,0,0,23,14,2,5,1,1,0,1,0,0,0,0,-1213,22,-4,4,-7,0,9,-3,0,23.2,25.4,-2.2,3,4,-1,0
16949,14041,262,221,9,5,5,9,7,3,0,0,132,12,0,2,1,0,1,0,0,0,0,0,2908,41,4,-4,4,0,120,-2,1,13.6,15,-1.4,5,4,1,1
17749,15074,270,253,11,4,4,11,16,8,0,0,18,15,2,1,1,2,0,1,0,0,0,0,2675,17,7,-7,8,0,3,1,-1,14.2,31.8,-17.6,2,4,-2,0
14507,14730,264,219,4,6,6,4,1,8,0,1,13,17,4,3,0,0,0,1,0,1,0,0,-223,45,-2,2,-7,0,-4,1,0,14,59.6,-45.6,2,4,-2,1
13341,15656,258,274,1,5,5,1,2,8,0,0,14,23,2,4,0,0,0,1,0,0,0,0,-2315,-16,-4,4,-6,0,-9,-2,0,90.6,25.8,64.8,5,4,1,1
15435,14645,284,248,5,5,5,5,4,5,0,1,13,13,2,3,1,0,1,0,0,1,0,0,790,36,0,0,-1,0,0,-1,1,32.6,12.4,20.2,5,3,2,0
17560,16096,264,264,8,7,7,8,19,6,0,1,21,13,2,7,0,0,0,1,0,1,0,0,1464,0,1,-1,13,0,8,-5,0,44,36.6,7.4,4,4,0,1
13606,17022,241,291,3,8,8,3,5,8,0,0,8,18,2,1,0,1,0,1,0,0,0,0,-3416,-50,-5,5,-3,0,-10,1,-1,12.4,11.2,1.2,3,3,0,0
15303,14842,258,249,5,5,5,5,9,7,1,0,17,92,2,3,0,0,1,0,1,0,0,0,461,9,0,0,2,0,-75,-1,0,26.4,20.6,5.8,3,3,0,1
15076,15490,264,273,5,6,6,5,4,4,0,1,16,34,3,4,0,0,0,1,0,1,0,0,-414,-9,-1,1,0,0,-18,-1,0,18.8,13.4,5.4,5,5,0,0
13145,14478,273,314,0,1,1,0,0,2,0,0,17,37,6,3,1,0,0,1,0,0,0,0,-1333,-41,-1,1,-2,0,-20,3,1,67.4,10.4,57,4,3,1,1
18968,15167,214,214,17,6,6,17,22,7,1,0,18,66,1,1,2,2,1,0,1,0,0,0,3801,0,11,-11,15,0,-48,0,0,63.4,27.6,35.8,4,3,1,1
17750,15840,261,227,10,9,9,10,17,12,0,1,16,17,1,3,1,0,0,1,0,1,0,0,1910,34,1,-1,5,0,-1,-2,1,10.8,8.6,2.2,3,3,0,1
14774,15932,238,254,6,6,6,6,9,9,0,0,13,18,6,1,0,2,1,0,0,0,0,0,-1158,-16,0,0,0,0,-5,5,-2,34.2,13.2,21,4,4,0,1
15753,15912,292,277,5,5,5,5,6,5,1,0,21,14,5,2,0,1,0,1,1,0,0,0,-159,15,0,0,1,0,7,3,-1,18.6,20.2,-1.6,5,4,1,1
16417,13733,272,253,5,2,2,5,8,4,0,1,35,31,7,2,5,1,1,0,0,1,1,0,2684,19,3,-3,4,0,4,5,4,8.4,37,-28.6,3,4,-1,0
14502,13456,232,266,6,1,1,6,5,0,1,0,15,13,3,8,0,2,1,0,1,0,0,0,1046,-34,5,-5,5,0,2,-5,-2,171,18.8,152.2,4,2,2,0
15547,16804,275,253,5,9,9,5,5,14,0,0,17,19,2,1,2,0,0,1,0,0,0,0,-1257,22,-4,4,-9,0,-2,1,2,12.2,15.6,-3.4,2,3,-1,0
16398,15219,282,225,7,6,7,7,9,6,0,0,16,30,5,2,1,0,1,0,0,0,0,0,1179,57,1,0,3,0,-14,3,1,16,47.8,-31.8,4,4,0,1
14186,17647,225,282,3,9,9,3,7,11,0,0,19,20,4,7,0,0,0,1,0,0,0,0,-3461,-57,-6,6,-4,0,-1,-3,0,24.6,18.2,6.4,5,4,1,0
16528,16489,225,242,10,9,9,10,10,6,0,0,12,16,2,1,0,3,0,1,0,0,0,0,39,-17,1,-1,4,0,-4,1,-3,34.4,38.8,-4.4,4,3,1,1
14779,14758,293,233,2,5,6,2,3,5,0,0,12,34,3,1,0,0,1,0,0,0,0,0,21,60,-3,4,-2,0,-22,2,0,66.6,34.4,32.2,5,5,0,1
15753,14645,291,250,5,4,4,5,4,3,0,1,16,19,2,2,1,1,0,1,0,1,0,0,1108,41,1,-1,1,0,-3,0,0,16.2,96.6,-80.4,3,4,-1,1
15341,14495,263,262,6,5,5,6,7,6,0,0,16,33,4,2,0,0,0,1,0,0,0,0,846,1,1,-1,1,0,-17,2,0,14.2,14.8,-0.6,4,2,2,1
15713,15539,278,275,6,6,6,6,6,3,0,0,99,11,0,1,0,1,0,1,0,0,0,0,174,3,0,0,3,0,88,-1,-1,12.6,132.2,-119.6,3,4,-1,0
17238,14245,264,211,9,5,5,9,9,5,0,0,29,14,6,3,1,0,0,1,0,0,0,0,2993,53,4,-4,4,0,15,3,1,44.6,24.8,19.8,4,3,1,1
15336,15522,261,235,7,7,8,7,3,8,0,0,17,12,2,2,1,0,0,1,0,0,0,0,-186,26,0,1,-5,0,5,0,1,34.4,25.6,8.8,4,4,0,0
16065,13421,252,272,8,0,0,8,10,0,0,0,18,19,4,2,1,1,1,0,0,0,0,0,2644,-20,8,-8,10,0,-1,2,0,18,6,12,3,3,0,0
14719,15125,263,255,4,5,5,4,8,7,0,0,20,15,5,0,1,0,0,1,0,0,0,0,-406,8,-1,1,1,0,5,5,1,43.4,30,13.4,3,4,-1,0
14057,15103,264,292,3,4,4,3,3,2,0,0,17,36,1,4,1,1,0,1,0,0,0,0,-1046,-28,-1,1,1,0,-19,-3,0,92.6,63,29.6,3,3,0,0
14181,18609,217,257,5,12,12,5,5,18,0,0,86,17,2,6,0,1,1,0,0,0,0,0,-4428,-40,-7,7,-13,0,69,-4,-1,8.2,29,-20.8,3,3,0,0
14509,13688,281,220,3,3,3,3,4,4,0,1,14,17,0,1,0,0,0,1,0,1,0,0,821,61,0,0,0,0,-3,-1,0,9.4,7,2.4,4,2,2,1
15848,13463,262,224,7,3,3,7,4,3,0,0,16,17,5,2,3,0,1,0,0,0,0,0,2385,38,4,-4,1,0,-1,3,3,46.2,10.8,35.4,4,3,1,1
15378,15396,281,256,6,5,5,6,6,6,1,0,14,16,3,6,1,2,1,0,1,0,0,0,-18,25,1,-1,0,0,-2,-3,-1,193.4,53.2,140.2,3,4,-1,1
20501,15996,208,210,21,7,7,21,32,7,0,0,22,16,5,3,2,3,1,0,0,0,0,0,4505,-2,14,-14,25,0,6,2,-1,37.8,20.2,17.6,2,3,-1,1
7255,6509,117,88,1,1,1,1,1,0,0,0,7,5,0,0,0,0,0,1,0,0,0,0,746,29,0,0,1,0,2,0,0,19.4,46.4,-27,4,4,0,0
14338,17455,240,262,4,11,11,4,3,16,0,0,53,114,1,6,0,0,0,1,0,0,0,0,-3117,-22,-7,7,-13,0,-61,-5,0,9.8,12.2,-2.4,2,3,-1,0
15319,14224,261,273,6,2,3,6,3,3,0,0,17,17,3,3,1,0,1,0,0,0,0,0,1095,-12,4,-3,0,0,0,0,1,41.8,22.8,19,3,3,0,1
18231,15927,244,228,11,8,8,11,20,9,0,0,17,16,1,1,2,0,1,0,0,0,1,0,2304,16,3,-3,11,0,1,0,2,21.8,12.8,9,5,2,3,1
17016,14229,264,277,10,2,2,10,8,2,0,0,19,17,5,3,1,0,1,0,0,0,0,0,2787,-13,8,-8,6,0,2,2,1,20.2,5.2,15,5,1,4,0
16061,13310,292,267,6,1,1,6,15,1,1,0,17,19,4,5,1,0,1,0,1,0,0,0,2751,25,5,-5,14,0,-2,-1,1,71.8,29.4,42.4,4,5,-1,1
17095,16957,244,225,10,9,9,11,13,8,1,0,20,12,1,0,2,0,0,1,1,0,0,0,138,19,1,-2,5,0,8,1,2,67.4,42.8,24.6,4,2,2,0
