assist_diff,cs_diff,diff_level7_count,diff_mean_level,firstBlood_diff,firstDragon_diff,gold_diff,kill_diff,towerplates_diff,wards_killed_diff,wards_placed_diff,target
3,-23,1,38.8,1,0,751,3,0,3,21,1
-2,10,-1,-20.8,-1,0,80,0,-1,3,-1,0
5,-30,1,7.2,1,-1,1102,3,-3,-4,5,0
2,13,2,-16.4,1,-1,2005,4,3,-6,2,1
-1,6,-1,-117.4,-1,0,-800,-3,2,-2,-29,1
-2,16,1,28.2,1,0,-740,-2,1,2,-4,0
-8,9,-1,25.8,-1,0,-2044,-4,-1,-3,-10,0
1,-68,-1,7.6,1,-1,162,5,-1,-2,3,0
2,-8,-1,29.4,1,0,398,2,0,2,-1,1
1,-10,0,-2.2,-1,-1,-538,-2,0,-3,2,1
4,24,2,-19.0,1,0,1991,3,0,-1,-4,1
-3,11,1,-1.0,-1,0,-821,-4,0,0,21,0
-1,-11,0,-9.6,-1,-1,-2492,-4,-1,1,-1,0
2,0,-1,7.0,-1,0,474,2,2,-3,10,0
9,-7,-1,-94.0,1,0,2805,7,1,15,-42,1
1,-18,0,-47.8,-1,-1,-331,1,-2,1,-1,1
2,-30,0,5.0,1,-1,-1153,-1,-2,2,5,1
16,9,-1,-5.2,1,0,5002,11,0,5,-3,1
11,-46,1,-17.4,1,0,708,3,-1,1,-58,1
1,17,2,-4.8,1,0,-427,-1,1,3,-24,0
-2,15,0,-7.0,-1,0,-650,0,0,-1,-18,1
2,6,3,58.0,1,-1,2086,5,0,-1,-2,1
2,-26,0,-58.8,-1,-1,1063,3,3,-1,4,1
5,1,-4,-92.2,1,-1,1606,3,0,-1,2,1
-2,-46,0,-23.6,-1,-1,-2198,-3,-1,-1,-6,0
-1,11,0,91.4,1,0,639,1,0,3,-4,1
4,21,4,29.0,1,0,2161,4,2,0,-24,1
-7,-28,3,14.6,-1,-1,-3473,-4,-3,1,-1,0
-2,7,0,-8.6,1,0,370,1,0,-1,14,1
2,1,2,5.4,1,-1,1647,5,-1,-1,-8,1
3,-19,-1,5.0,1,-1,-153,1,0,-2,0,1
2,-37,-1,-37.0,-1,-1,-598,0,1,-1,2,0
2,-10,-1,12.6,1,-1,-195,1,-1,-3,2,0
-2,-26,2,75.4,-1,0,-1022,-1,-1,-1,6,1
2,-9,1,87.8,-1,0,1275,1,-3,-1,7,1
-7,29,0,-7.0,1,-1,-614,-4,1,-1,3,1
1,-18,1,7.6,1,0,-67,1,0,0,0,1
7,2,1,38.0,1,1,2399,5,2,1,8,1
-1,-6,1,15.2,-1,-1,-198,-1,0,1,7,0
0,43,-2,1.4,1,0,260,-1,-1,1,1,1
6,-8,-1,24.0,-1,-1,2118,4,-1,-1,5,0
8,71,1,-0.8,1,-1,4964,7,4,1,-9,1
1,13,2,3.0,1,-1,1020,3,-3,-3,-1,1
11,-19,2,31.2,1,0,2727,6,2,-1,5,1
-10,-39,1,-22.6,-1,0,-3368,-6,-2,-3,1,0
1,-13,2,173.8,-1,-1,556,2,0,1,1,1
5,0,-2,22.0,1,0,3160,9,0,0,-5,1
5,-11,-2,-34.0,1,0,1399,4,1,2,-83,1
0,1,0,-2.2,1,0,34,1,-1,-2,-13,0
-7,-32,0,-2.0,-1,0,-4755,-11,-1,2,-5,0
7,-3,0,-2.0,1,-1,2287,5,-1,-4,6,1
3,18,-2,-2.6,-1,-1,1498,3,-1,1,-2,0
-2,-11,-2,62.2,-1,0,-1916,-4,-1,2,84,0
-3,-9,1,-7.6,-1,-1,1057,2,0,2,-6,1
-10,-34,1,130.2,-1,0,-3384,-5,-1,1,7,0
4,17,0,127.8,1,0,983,2,0,2,-5,1
-5,15,-1,73.4,1,1,-508,-2,-1,3,-2,0
-1,13,1,-80.6,-1,0,-538,-2,0,-3,17,1
-20,1,0,0.8,-1,-1,-4601,-9,-3,-1,1,0
5,30,-1,-15.6,1,0,1289,3,-2,-1,22,0
3,-4,2,-23.6,1,0,1634,4,1,4,-5,1
-4,-40,3,25.4,-1,0,-2968,-4,0,-2,141,0
0,-11,0,-33.8,-1,0,-1134,-4,0,-3,-1,1
-3,-49,-3,-31.0,-1,0,-3520,-8,-2,-1,2,1
-2,32,1,0.6,-1,1,573,2,-2,-3,-5,1
2,17,2,34.0,-1,0,632,1,1,-1,-20,1
-3,-23,1,26.6,-1,0,-627,-1,0,-1,0,0
4,11,-1,5.8,1,-1,896,2,0,0,-6,0
-3,40,1,83.2,-1,1,-310,-3,1,-10,9,1
-3,10,-3,-45.4,1,1,-179,-1,0,-4,1,1
4,6,-3,-0.6,1,0,1768,5,1,0,-2,0
-2,-10,-1,23.8,1,0,-350,0,0,3,-3,0
-2,-17,1,14.4,1,0,232,2,1,1,-4,0
4,-13,3,15.4,1,0,1109,2,0,-1,18,1
1,-16,1,18.4,-1,0,120,1,1,22,-14,1
-4,-9,-2,14.0,-1,-1,-1159,-3,-1,0,-2,1
-5,3,3,57.6,-1,-1,412,0,-1,2,-3,1
0,1,-2,-22.0,1,1,-546,0,-2,3,-13,0
8,12,1,-13.6,1,0,2883,5,1,0,-15,1
4,14,-3,-52.4,-1,0,-273,-2,0,0,14,0
-14,-33,-1,-2.0,1,0,-4916,-10,0,2,-20,0
5,-2,1,61.8,-1,0,1653,4,-3,1,1,1
1,34,-1,53.6,1,0,-582,-2,-1,-3,-108,1
-3,-5,-1,-0.4,-1,-1,-2119,-6,0,-1,10,1
-5,57,-2,-36.4,-1,-1,638,-3,3,-12,6,0
1,-17,1,76.2,1,1,1518,4,0,-2,-1,1
2,-11,1,5.2,-1,0,-46,0,1,-1,2,0
-5,24,0,19.0,-1,0,1805,3,2,0,1,1
1,3,-3,20.6,1,0,1584,4,1,1,-14,1
-1,40,0,-21.0,1,1,972,1,2,1,-92,1
0,-15,0,-40.2,1,0,-509,0,-1,0,-8,0
1,-7,1,-20.2,1,0,942,2,0,-4,2,1
1,-24,-1,-25.4,-1,-1,-680,-3,0,-1,2,1
-5,-26,1,-44.2,1,0,-1039,-1,-2,0,-33,1
1,52,0,20.4,1,1,2610,4,0,-3,-71,1
3,-36,-1,13.2,-1,1,-390,2,-2,-1,-1,0
9,-30,-2,42.0,1,-1,538,2,1,1,2,0
0,-27,0,-7.2,1,0,-1228,-2,-2,-4,0,0
-2,-24,-2,-10.6,1,0,-1370,-3,0,1,4,1
6,-22,-2,43.2,1,-1,873,2,0,2,-184,0
-6,-2,-2,-61.0,-1,0,-2277,-4,0,7,-23,0
3,20,1,20.2,-1,0,2737,4,1,-3,-1,0
12,-38,1,-4.6,-1,0,171,1,0,-2,-2,1
4,57,3,-0.4,1,0,1878,1,0,3,-31,1
5,-13,1,10.8,1,0,958,3,0,-1,13,0
2,-15,0,-10.0,-1,-1,-267,-1,-1,0,-1,0
1,-23,1,-4.8,1,1,-226,1,0,-2,-4,1
4,6,2,-5.0,1,-1,1700,4,-1,4,-29,0
6,-25,1,59.8,1,0,809,4,-1,2,120,1
5,4,-1,-13.4,-1,0,1061,2,-1,0,-16,1
-5,2,1,49.6,1,0,623,1,3,1,-7,1
-2,-42,-1,19.4,1,0,-1709,-3,0,1,10,0
-13,-1,-1,-24.0,-1,-1,-2731,-5,-1,0,236,0
9,3,0,51.4,1,0,2644,7,1,2,-4,1
0,8,-1,-0.6,1,-1,939,1,2,-1,176,1
-4,4,-1,-33.8,-1,-1,-146,-4,0,3,-5,0
-3,38,0,-26.8,1,0,-222,-3,4,1,-3,0
3,-2,0,-11.0,1,0,1745,4,0,2,-5,0
9,-25,1,45.6,1,0,2886,7,0,-4,-13,1
-7,19,-4,-37.4,-1,0,-969,-2,2,-5,5,0
5,7,-1,-47.4,1,1,267,2,1,-1,6,1
3,-17,0,9.4,1,0,170,2,0,2,-9,1
7,27,3,20.6,1,0,3870,8,2,0,-2,0
-5,-23,0,-30.8,-1,0,-1834,-1,-1,4,-7,1
-2,3,1,-18.2,1,-1,-181,-1,-2,1,9,1
1,16,0,-34.4,-1,0,473,1,-1,2,-4,1
7,-29,1,36.4,1,-1,2090,6,0,-1,10,0
8,7,1,13.2,1,0,2434,5,0,-1,-4,1
-3,13,-1,-3.2,1,0,945,1,2,-3,34,1
2,-12,1,8.8,1,0,-432,1,-2,0,0,1
5,-29,-1,-11.6,-1,0,-780,-2,-1,5,-2,0
-5,-11,-1,-54.8,-1,0,-1521,-3,1,0,-17,0
3,29,1,7.0,1,-1,1652,2,2,-2,-4,1
2,11,-1,-55.8,1,0,2592,4,1,0,2,1
-3,21,2,10.2,1,0,-363,-2,1,0,-4,0
2,35,1,-51.2,1,0,2899,6,0,1,1,1
-5,29,2,8.6,-1,-1,-49,-3,1,-4,-93,0
1,-43,1,2.8,1,0,-1951,-3,-2,4,-10,0
14,60,-1,-5.4,1,0,5212,8,1,4,-5,1
2,10,-2,30.4,-1,-1,1253,2,1,0,-2,0
-8,6,0,5.2,1,0,-2872,-5,-1,1,-22,0
7,-14,0,-19.4,1,-1,2317,7,0,-1,4,0
3,5,0,12.8,-1,1,342,-1,-1,2,119,1
-4,25,1,21.6,-1,0,605,0,0,1,5,1
0,-2,-2,-8.0,1,-1,-518,-1,-1,-1,5,0
-1,21,-1,2.2,-1,-1,133,-2,0,0,-1,1
1,28,-2,-65.4,-1,0,-21,-2,1,2,-101,1
0,20,0,-8.4,1,0,-8,-3,1,0,1,0
6,-17,1,21.8,1,-1,1218,4,-1,-2,17,1
-1,-14,0,13.2,-1,1,-1838,-4,1,5,14,0
-1,28,0,-42.0,-1,1,-987,-3,-1,2,-18,0
-4,21,2,16.4,1,0,-362,-1,0,2,1,0
-4,-9,1,-56.6,1,0,-755,-3,0,0,-15,1
1,-11,-3,-2.2,1,0,-68,1,-2,0,-6,0
1,-5,1,26.6,1,0,-352,0,-1,-2,162,1
-3,38,1,-31.4,1,1,271,0,0,3,-84,1
5,-1,-1,-12.4,-1,-1,1509,4,0,2,-1,1
-7,-30,1,44.6,-1,1,-3118,-4,-3,-3,-3,0
4,-15,-2,-19.4,1,-1,855,3,0,3,-1,1
2,8,-3,-9.8,1,0,-395,-3,-1,-3,-3,1
3,-9,2,-58.4,1,0,1729,5,0,-1,-6,1
-2,-1,0,12.2,-1,0,-738,-1,1,1,128,1
5,5,0,95.2,-1,0,1573,3,0,2,0,1
11,-9,-2,-2.6,1,0,2006,7,0,-3,3,0
-7,-13,-1,14.4,-1,0,-2695,-5,-1,0,2,0
-1,-7,0,23.6,1,0,979,2,3,-2,73,1
3,-21,-1,-37.6,1,0,783,1,1,-3,4,1
12,11,0,26.0,-1,0,3223,6,2,1,-19,1
-3,5,0,-105.2,1,1,-134,-2,0,-1,136,1
2,59,-1,-44.2,1,0,2568,6,-2,2,-10,1
5,13,1,-0.6,1,-1,1739,3,0,5,-8,0
-8,22,-2,-87.4,-1,0,-367,-2,0,2,-27,0
-1,-12,-1,100.2,-1,0,-332,1,0,1,20,1
-4,22,2,18.8,-1,-1,-178,-1,0,1,0,0
2,23,-2,18.4,1,1,1138,1,1,-3,-20,1
3,20,3,8.4,1,-1,2184,5,-1,1,1,1
4,-61,0,-51.6,-1,0,-210,1,-1,0,4,1
-11,-30,0,10.2,-1,0,-3727,-8,0,0,-3,0
2,3,2,26.8,1,0,1546,3,2,-1,1,1
17,11,2,3.6,1,1,5368,13,1,0,-2,1
1,4,0,-67.6,-1,0,-351,-1,0,-5,0,0
-15,17,0,-24.8,-1,0,-2901,-7,1,-3,-18,0
3,47,0,-9.0,-1,0,834,-1,1,3,48,0
4,1,-1,-19.2,1,0,1052,1,2,2,-17,0
-5,1,-1,46.8,-1,1,-1195,-3,1,-1,0,0
-3,6,2,-27.4,-1,0,-885,-5,0,2,15,1
0,-42,2,7.8,-1,0,-686,0,1,-2,2,1
-1,57,-2,-43.8,-1,1,1433,1,-1,3,-18,0
-11,-33,-2,7.8,-1,0,-5372,-10,-2,-3,87,0
5,10,0,-47.6,1,0,1969,5,1,3,1,1
-12,14,0,32.8,-1,0,-289,-2,1,-1,-9,1
3,-9,0,15.4,1,0,1511,4,0,-1,126,1
16,23,2,8.0,1,1,3171,6,2,-1,-102,1
-2,18,3,21.2,-1,-1,-954,-2,-1,0,-93,1
0,64,0,-30.6,1,1,2041,2,1,1,15,0
-5,35,4,50.8,-1,0,-1049,-4,0,-3,23,0
-4,16,1,3.6,1,0,-590,-2,3,-2,-17,0
-9,12,-1,-58.4,-1,0,-2408,-3,1,-1,3,0
-9,4,-1,2.0,-1,0,-2620,-6,0,4,-3,0
2,1,0,22.2,1,1,1293,5,2,-2,-26,1
5,10,0,-6.0,1,1,1505,4,2,-2,3,1
-3,0,-1,-4.8,1,-1,-260,-2,0,-1,-9,1
7,-30,2,58.6,1,0,1777,7,1,3,14,1
5,54,1,15.8,1,0,3207,8,1,1,-1,1
7,31,-2,-57.8,-1,1,3037,8,0,1,0,1
2,-9,1,-2.2,1,0,-1052,-3,-3,2,107,0
-10,5,-2,25.0,-1,-1,-2136,-6,-3,1,-4,0
1,44,0,-22.8,1,-1,2950,4,2,4,-3,1
-3,-35,0,43.2,1,0,-767,-1,0,-2,5,1
-6,28,0,5.8,1,-1,-1108,-3,-2,4,18,0
-11,13,-1,-32.6,-1,-1,-655,-4,1,-2,-3,1
-5,-35,1,1.6,-1,0,-2459,-5,-2,1,-1,0
1,-17,0,-0.6,-1,0,-492,-1,1,-1,21,1
5,17,1,9.0,1,1,2171,4,0,1,24,1
2,28,0,-2.4,1,0,1882,2,2,0,-1,1
3,0,0,-5.4,-1,0,1334,4,2,1,-1,1
-5,-19,-2,-21.4,-1,0,-2089,-4,0,2,-5,0
1,-1,-1,-32.0,1,0,-69,0,0,0,12,0
1,52,-2,-33.2,-1,0,1292,-1,1,3,-6,1
9,27,-1,-20.0,1,0,2266,2,0,5,-4,0
2,-17,0,25.6,-1,0,356,-1,1,1,12,0
-7,44,0,-25.0,-1,0,-959,-4,1,0,5,0
2,35,3,37.2,1,-1,2391,3,1,3,-19,1
2,-13,-1,-3.4,-1,0,463,1,0,2,0,0
0,15,0,-9.8,-1,0,369,0,0,5,5,0
1,-17,1,91.6,-1,0,138,0,-1,-2,22,0
6,-21,2,11.8,1,0,-140,1,-1,0,-8,1
-2,17,0,3.8,-1,0,-24,-2,3,2,2,1
6,-16,-1,8.4,-1,0,1764,4,0,-2,3,0
9,17,0,-11.6,1,0,2399,6,1,0,-2,1
2,-16,-1,26.6,-1,1,74,0,-1,-4,4,1
5,22,1,16.2,1,0,3148,7,0,0,10,1
7,0,0,19.6,1,0,895,3,-1,1,0,1
2,-42,1,-6.4,-1,0,315,3,0,2,-25,1
13,73,0,-3.6,1,0,5518,9,3,4,-15,1
-1,16,1,13.4,-1,-1,220,0,-1,-1,-17,0
3,-25,2,6.8,-1,-1,1453,4,0,-3,-1,1
4,-42,1,-8.2,-1,-1,117,0,0,1,-4,1
6,-3,0,97.8,-1,0,2509,4,1,5,-3,1
4,9,1,-17.0,-1,0,1729,4,1,1,3,1
0,14,1,-43.4,-1,1,-1017,-3,0,1,16,1
9,23,1,-31.2,-1,0,4013,9,0,-4,6,1
-5,-12,1,92.0,1,0,664,-1,2,1,-5,1
3,-39,-2,-1.4,1,1,629,3,-3,22,-31,1
-5,-6,-1,-16.8,1,-1,-885,-2,0,-3,89,0
4,22,0,-1.2,-1,0,1479,2,0,1,-4,0
-2,52,1,39.6,-1,0,196,-2,0,-3,8,1
1,32,0,-41.0,-1,0,651,1,0,-4,-1,1
-5,-3,0,-42.0,1,0,-629,-2,1,1,0,0
-4,-19,-1,52.6,1,0,-1067,-1,0,-2,-20,1
3,-62,0,19.6,-1,-1,147,2,-1,-5,5,0
2,-32,0,21.4,1,0,-1919,-3,-2,0,19,1
-6,42,-1,-8.8,-1,0,-458,-3,0,-1,127,0
0,-32,0,-22.6,-1,-1,-1354,-2,0,0,31,0
-4,-17,-2,-53.8,-1,0,-1931,-5,0,-1,-8,0
7,0,1,7.0,1,0,1788,5,0,2,1,1
1,-36,-1,-31.2,1,0,-1014,-1,-3,3,0,1
10,35,0,-47.0,1,0,4737,11,4,1,1,0
3,0,0,38.0,-1,1,122,0,-1,-4,5,1
-1,-4,3,5.8,1,-1,-50,-1,0,0,21,0
3,39,1,31.4,1,-1,2775,4,3,-1,91,1
3,-18,-1,-39.8,-1,-1,187,1,0,-4,4,0
3,6,1,27.6,-1,0,1293,1,1,1,-69,1
11,36,0,-34.0,-1,1,4004,6,1,-1,95,1
-2,46,0,-33.8,-1,0,609,0,1,0,1,0
1,19,1,-98.6,-1,0,812,1,1,-3,-90,1
-5,6,0,23.4,1,1,-275,-1,1,2,-16,0
2,57,-1,-1.2,1,0,2585,3,1,4,-2,1
-8,8,-1,22.6,-1,0,-1954,-4,1,0,103,0
-4,-31,1,50.8,-1,0,-3619,-6,-3,0,14,0
0,-10,0,25.6,-1,0,-215,1,-1,-2,-35,1
2,-36,-1,3.6,-1,-1,-705,1,0,1,4,1
3,-9,0,-9.8,-1,1,563,1,-1,-1,4,1
-9,6,1,26.4,-1,-1,-2227,-6,0,1,-5,1
1,30,2,-7.0,1,-1,1695,2,-1,-2,-24,1
6,3,-1,-27.0,1,1,2150,5,2,-3,4,1
5,-36,1,55.8,-1,0,550,1,0,2,12,1
8,28,0,82.4,1,0,4339,10,1,-2,5,1
-8,-59,0,51.6,-1,0,-3115,-6,-1,1,1,0
0,-11,-1,-2.4,-1,0,-299,-1,1,1,14,1
-2,29,-1,4.6,-1,-1,-815,-4,0,3,18,0
5,-38,1,42.4,1,1,-52,3,-1,-2,3,1
5,11,-2,-20.6,1,0,1819,3,0,4,-6,0
-11,-1,-1,-6.2,1,-1,-1525,-4,0,1,-10,0
-4,21,-1,-18.0,-1,-1,-909,-4,0,-2,4,0
-10,-34,2,1.0,-1,-1,-2678,-6,0,0,-39,0
-5,31,1,40.0,-1,0,-75,-1,0,0,1,1
5,15,2,50.4,-1,0,3025,4,1,-3,0,1
-6,19,-1,-33.2,-1,-1,-1269,-4,0,-3,-19,1
-14,5,-1,-5.6,-1,-1,-2505,-7,0,3,0,0
3,-23,-1,-19.8,-1,0,-743,0,0,1,80,0
-2,6,0,-9.2,1,0,-30,1,0,-2,1,1
-5,-14,3,50.0,-1,-1,-1329,-3,-1,2,2,0
12,-9,-1,30.2,1,0,3088,8,0,-3,21,1
6,-36,1,39.0,1,0,870,4,-1,0,4,1
1,-2,-1,-35.8,1,0,1084,2,0,0,-14,1
-1,39,-2,-36.2,-1,-1,1082,0,1,-1,-6,1
0,7,-1,8.8,1,1,493,1,2,0,-5,0
-6,-32,-1,-3.2,-1,0,-2629,-4,-2,1,31,0
-4,-4,1,8.8,-1,0,-1801,-4,0,-6,45,1
-2,23,-3,-15.8,1,-1,-969,-2,0,-4,5,0
-3,-37,0,8.4,-1,1,-3342,-5,-5,0,-22,0
1,-14,-1,0.8,1,0,-746,-3,0,-1,2,0
-2,13,2,3.2,-1,-1,526,2,1,3,-5,1
-6,18,-1,13.8,-1,0,-1574,-5,-1,0,-1,1
2,33,3,14.2,1,1,650,2,0,-1,-14,1
-4,8,0,-30.6,-1,0,-734,-3,0,1,23,1
-4,7,0,-31.6,1,0,-1503,-3,-2,-5,-20,0
4,-16,0,-8.2,1,-1,254,1,1,-1,-17,0
-2,3,2,4.2,1,1,-1666,-4,0,-2,-2,1
3,-18,1,17.0,1,0,1209,4,-1,5,-121,0
11,-57,-2,-2.0,-1,0,1003,6,-1,4,0,1
-3,-20,0,6.6,1,0,-330,-1,2,-1,9,1
3,19,-1,3.2,1,1,525,-1,0,1,-3,1
-2,8,1,-14.4,-1,1,-1140,-3,-3,1,-22,0
0,-15,3,37.6,1,0,-823,-1,-2,-3,-110,0
-2,51,2,31.0,1,0,1402,2,-1,2,-3,1
2,8,-2,-104.0,1,0,-98,-1,1,2,-2,1
-4,-28,-2,-2.0,-1,0,-1757,-2,0,2,-2,1
-3,50,-1,4.2,1,0,698,-1,1,-5,8,1
6,43,0,-111.0,-1,-1,2457,3,0,-3,-17,1
-5,2,-1,-34.8,-1,0,-1666,-4,0,-1,20,0
2,0,2,17.8,1,0,2372,5,2,5,19,0
-3,47,1,121.8,1,-1,1772,2,0,-14,27,0
-1,18,0,-37.2,-1,0,620,1,0,4,-8,1
4,1,0,14.0,1,0,-552,-1,0,3,-7,1
2,12,-2,-61.6,-1,1,2701,6,1,-1,-5,1
15,32,0,70.8,1,0,4217,10,1,0,14,1
-2,5,0,19.0,-1,0,-700,-2,0,-1,-2,0
-2,10,-2,-35.4,-1,0,-422,-2,2,3,-1,0
-1,0,1,37.4,1,0,627,2,1,-1,-12,1
1,44,1,-41.8,-1,0,1128,2,0,-2,-11,1
6,19,2,72.6,1,0,2981,7,0,1,-19,1
1,16,0,-25.8,1,0,2068,3,1,-4,26,1
-5,-16,-2,-67.0,-1,-1,-1686,-4,-1,-1,-4,1
1,2,-3,-97.6,-1,-1,797,0,0,2,95,1
0,17,2,47.8,1,0,189,-1,0,1,0,1
-8,50,-1,-16.0,1,0,-884,-5,1,-2,1,0
-3,-11,1,8.2,1,0,-1312,-1,-2,3,5,0
1,-4,0,-25.8,-1,0,1529,5,1,-5,2,0
-1,26,1,21.4,-1,0,2013,4,1,2,-14,0
0,42,-1,41.0,-1,0,2106,2,2,-5,11,1
2,-25,-1,-44.6,-1,-1,124,0,0,2,3,1
-2,16,1,-9.6,1,0,1275,4,-1,1,0,1
1,-28,1,-61.6,1,-1,-269,1,2,1,-22,0
-4,0,1,1.6,1,-1,-1097,-3,1,0,0,0
7,9,0,-13.2,1,0,2005,5,-1,2,1,1
9,2,1,17.6,1,1,2160,7,0,0,4,1
-8,64,-1,-8.6,-1,0,-1584,-5,0,2,5,0
5,49,-1,-46.8,-1,-1,2146,1,2,-1,1,0
1,22,1,7.2,1,-1,1171,1,0,4,2,1
5,27,-1,-48.2,-1,0,3629,6,1,-3,8,1
6,-63,1,119.6,-1,0,-345,2,-3,4,3,0
0,6,-1,-64.4,-1,0,539,1,-1,0,-1,0
-3,-17,-2,-4.2,1,0,-1437,-2,-2,1,-10,1
0,-13,0,56.6,-1,-1,-108,0,-2,-3,-12,1
-5,-13,1,-47.6,-1,0,-884,0,2,1,-20,1
-1,-19,0,-153.0,-1,0,-300,0,-1,-1,-19,0
6,-1,-1,-151.2,1,0,2892,7,1,-3,-2,1
-1,-25,-3,-4.0,-1,0,-1175,-2,-1,2,3,0
-7,18,-1,37.2,1,0,-936,-3,-1,2,-77,0
-5,19,-1,-44.8,-1,0,-370,-3,3,-2,-1,1
-5,-3,-1,-12.6,-1,-1,-341,1,0,2,-2,0
0,26,-1,2.2,-1,0,1830,2,0,2,-17,1
2,36,2,-8.4,-1,0,2117,3,2,6,-3,1
6,41,0,15.6,1,0,2423,6,2,-4,5,1
-2,-7,1,-28.8,-1,0,-2475,-4,-1,2,-89,0
4,-2,0,-16.2,-1,1,1745,3,3,0,11,1
2,-50,1,17.2,-1,-1,-875,0,-1,-3,10,0
5,64,0,-48.4,1,0,3314,6,2,0,120,1
5,27,0,10.4,1,0,2993,6,2,4,-2,1
2,3,1,61.2,-1,0,1175,2,0,0,-1,1
6,-12,1,-89.2,1,0,1082,4,0,4,-23,0
-6,-36,0,-53.6,-1,0,-3583,-7,0,0,-20,0
-2,6,1,-6.4,1,-1,-29,0,0,-1,-72,0
-2,-6,-3,-21.4,1,-1,844,3,0,-6,5,1
-9,-4,-1,56.0,-1,-1,-2459,-6,0,-1,-3,0
-1,46,0,-46.6,-1,0,1640,3,0,1,-2,1
5,14,0,-4.8,1,0,1131,2,0,-1,1,0
2,66,0,-1.0,1,-1,3346,4,0,0,1,1
-3,16,2,-9.4,1,-1,134,-1,0,0,19,0
-8,-9,-1,-62.0,-1,-1,-1536,-5,-1,2,25,0
-10,-11,0,36.0,-1,1,-3634,-8,-3,5,-7,0
1,28,-3,-89.0,-1,-1,135,-1,0,-1,-20,1
-1,-9,-1,-51.2,-1,0,-575,-3,0,0,31,0
-8,-2,0,9.8,-1,0,-3096,-6,-1,1,10,0
10,-39,2,10.6,1,0,171,3,-2,2,-1,0
6,4,0,-2.0,-1,-1,2547,4,2,-2,18,1
-12,-32,2,9.6,-1,1,-2565,-6,0,-2,-25,0
-12,18,-1,28.4,-1,0,-3134,-7,-1,-3,-10,0
-10,18,0,-0.4,1,0,-1859,-6,-2,-1,6,0
-4,-50,-1,-1.6,1,-1,-2427,-4,1,-1,9,0
2,9,-1,22.6,1,0,974,3,0,0,16,1
-3,33,3,7.8,-1,1,695,1,0,0,0,1
-3,-10,3,24.2,1,0,-748,-2,1,0,15,0
11,4,1,-60.2,-1,0,1206,3,-2,2,8,1
-7,-31,0,29.2,-1,0,-2042,-6,-1,1,-3,0
2,32,-1,-15.8,1,-1,1715,2,0,3,-8,1
4,10,0,1.8,1,0,776,1,0,-1,-1,1
-1,12,-1,-14.6,-1,0,-544,-1,0,3,-29,0
-6,-19,0,-2.4,-1,-1,-3504,-9,-1,0,6,0
6,67,0,25.4,-1,0,2947,2,3,1,41,1
-3,8,0,5.4,1,1,139,-1,2,2,-2,1
2,-16,1,-0.2,-1,0,-1343,-2,-1,-1,-4,0
-5,-17,1,2.6,-1,-1,-301,-1,0,1,10,1
-2,11,0,-65.0,1,-1,128,0,2,1,-16,0
8,24,0,-9.8,1,1,2582,5,1,-1,2,1
6,-15,1,-11.8,1,0,306,0,-2,-4,-4,1
9,-15,1,2.4,-1,0,867,3,0,1,-4,1
-4,-3,1,-17.0,-1,0,-1580,-4,-2,1,22,0
-7,-9,-2,-30.6,1,-1,-2018,-3,0,-2,22,0
-13,-18,1,48.0,-1,0,-4181,-9,0,8,150,0
6,-2,-2,-117.2,1,-1,1039,3,1,1,-11,1
6,-4,2,35.6,1,0,2577,6,-1,0,1,1
-1,-11,0,118.2,-1,0,-2398,-6,-3,-15,-72,0
1,-15,0,-2.6,-1,0,-1057,-2,-2,-1,19,1
0,27,-2,15.6,1,0,2058,4,2,2,-5,1
6,14,-2,-34.0,-1,-1,1610,2,1,-1,-5,0
3,-20,-1,-41.8,1,-1,233,3,1,-2,-2,1
0,14,2,43.6,1,0,1342,3,1,0,-13,1
-10,10,0,123.6,1,1,-919,-3,1,0,6,1
10,2,-1,30.6,1,-1,2875,9,2,-1,23,1
-1,36,0,-5.6,1,-1,447,-2,1,-2,-6,1
7,12,-1,-25.4,1,0,3550,8,2,-1,-7,1
-6,-19,-2,-11.2,-1,1,-2008,-4,0,0,2,0
1,40,1,-11.0,1,1,1806,5,1,0,-22,1
0,-5,1,7.8,-1,0,-180,1,-1,-1,2,1
4,6,-1,19.6,-1,0,2138,5,-1,2,2,1
8,17,-2,16.0,-1,0,3165,7,-1,3,-3,1
7,4,-2,7.4,1,0,1797,4,0,-2,29,0
-1,40,0,3.6,-1,0,227,-2,1,0,-11,0
12,14,3,14.8,1,0,3028,6,1,-3,-123,1
-7,-52,-1,23.0,-1,-1,-4327,-7,-4,-2,2,0
3,-19,-1,12.4,1,-1,641,2,0,1,-85,1
-1,-4,1,-27.6,1,0,-290,-1,0,0,17,0
-14,25,2,145.2,-1,0,-2826,-8,-3,2,-4,0
-8,-6,-1,-3.4,-1,0,-2263,-5,-2,-4,2,1
7,9,-1,3.2,1,0,1962,5,1,0,0,0
7,-24,-1,6.2,1,1,1056,3,-1,0,1,0
3,26,1,-81.0,1,0,2182,3,0,1,88,1
-5,-21,1,-54.6,-1,-1,-1698,-6,0,-4,-3,0
13,7,2,-24.2,1,0,2841,6,0,-3,4,1
-5,0,0,-19.6,-1,0,-551,-1,0,1,-3,1
-8,-10,-2,50.0,1,0,-2145,-5,0,-1,-10,0
-4,16,-3,-53.8,-1,-1,-595,-3,0,-1,-1,0
-5,-34,0,-6.2,1,0,-2795,-3,0,2,-9,0
