matchId,blue_gold,red_gold,blue_cs,red_cs,blue_kills,red_kills,blue_deaths,red_deaths,blue_assists,red_assists,blue_dragons,red_dragons,blue_heralds,red_heralds,blue_wards_placed,red_wards_placed,blue_wards_killed,red_wards_killed,blue_towerplates,red_towerplates,first_blood_blue,first_blood_red,first_dragon_blue,first_dragon_red,first_tower_blue,first_tower_red,frames_used,duration_ms_covered,gold_diff,cs_diff,kill_diff,death_diff,assist_diff,dragon_diff,herald_diff,wards_placed_diff,wards_killed_diff,towerplates_diff
KR_7761052072,14952,15476,283,268,4,4,4,4,3,7,0,0,0,0,19,17,2,4,2,1,1,0,0,0,0,0,10,540260,-524,15,0,0,-4,0,0,2,-2,1
KR_7761061811,16022,15287,226,245,10,6,6,10,11,3,0,0,0,0,15,13,2,2,0,2,1,0,0,0,0,0,10,540217,735,-19,4,-4,8,0,0,2,0,-2
KR_7761065320,16383,14687,270,284,7,3,3,7,8,7,0,0,0,0,17,18,5,4,1,0,1,0,0,0,0,0,10,540223,1696,-14,4,-4,1,0,0,-1,1,1
KR_7761077482,15693,13608,283,277,6,1,1,6,5,1,0,0,0,0,18,18,3,6,1,0,1,0,0,0,0,0,10,540254,2085,6,5,-5,4,0,0,0,-3,1
KR_7761078747,16834,13088,260,238,10,2,2,10,8,2,0,1,0,0,15,15,3,5,0,0,1,0,0,1,0,0,10,540252,3746,22,8,-8,6,-1,0,0,-2,0
KR_7761081507,15962,15328,269,246,7,7,7,7,4,7,0,1,0,0,18,12,4,5,1,0,0,1,0,1,0,0,10,540228,634,23,0,0,-3,-1,0,6,-1,1
KR_7761090098,14482,14797,251,258,6,4,4,6,1,6,0,0,0,0,16,17,3,3,0,2,1,0,0,0,0,0,10,540189,-315,-7,2,-2,-5,0,0,-1,0,-2
KR_7761098928,14812,18090,249,240,4,13,13,4,7,17,0,0,0,0,20,18,0,4,1,1,0,1,0,0,0,0,10,540238,-3278,9,-9,9,-10,0,0,2,-4,0
KR_7761102103,12915,14279,225,272,2,3,3,2,2,2,0,1,0,0,16,131,2,5,0,0,1,0,0,1,0,0,10,540245,-1364,-47,-1,1,0,-1,0,-115,-3,0
KR_7761110575,15493,16443,243,291,7,8,8,7,11,5,0,1,0,0,13,16,5,2,1,2,0,1,0,1,0,0,10,540213,-950,-48,-1,1,6,-1,0,-3,3,-1
KR_7761122376,15094,16094,257,248,6,9,9,6,5,10,0,0,0,0,80,15,2,2,1,0,0,1,0,0,0,0,10,540222,-1000,9,-3,3,-5,0,0,65,0,1
KR_7761125595,16248,14427,242,222,10,6,6,10,8,1,0,0,0,0,13,12,3,1,0,1,0,1,0,0,0,0,10,540229,1821,20,4,-4,7,0,0,1,2,-1
KR_7761135758,14677,15338,273,269,3,6,6,3,3,6,0,1,0,0,21,16,1,5,2,1,0,1,0,1,0,0,10,540217,-661,4,-3,3,-3,-1,0,5,-4,1
KR_7761146541,15133,16365,277,260,5,8,8,6,4,8,0,1,0,0,14,20,3,4,0,0,1,0,0,1,0,0,10,540243,-1232,17,-3,2,-4,-1,0,-6,-1,0
KR_7761152036,16968,17570,239,258,9,11,11,9,13,12,0,1,0,0,34,27,2,0,0,1,0,1,0,1,0,0,10,540229,-602,-19,-2,2,1,-1,0,7,2,-1
KR_7761153094,13992,15623,255,280,3,6,6,3,4,3,0,1,0,0,15,26,1,4,1,1,0,1,0,1,0,0,10,540216,-1631,-25,-3,3,1,-1,0,-11,-3,0
KR_7761156960,13977,15699,261,269,2,6,6,2,4,10,0,0,0,0,15,15,1,3,1,0,1,0,0,0,0,0,10,540243,-1722,-8,-4,4,-6,0,0,0,-2,1
KR_7761158217,17001,15874,272,233,10,8,8,10,10,10,1,0,0,0,38,35,3,2,1,0,1,0,1,0,0,0,10,540252,1127,39,2,-2,0,1,0,3,1,1
KR_7761166052,15625,15290,266,288,6,4,4,6,4,3,0,1,0,0,37,39,2,0,0,1,0,1,0,1,0,0,10,540260,335,-22,2,-2,1,-1,0,-2,2,-1
KR_7761169700,18707,16584,258,221,13,10,10,14,13,9,0,0,0,0,15,15,2,2,2,2,1,0,0,0,0,0,10,540185,2123,37,3,-4,4,0,0,0,0,0
KR_7761179153,14455,16502,249,311,4,6,6,5,3,6,0,1,0,0,17,14,1,4,0,2,0,1,0,1,0,0,10,540288,-2047,-62,-2,1,-3,-1,0,3,-3,-2
KR_7761179449,14917,17726,267,276,4,10,10,4,5,15,0,0,0,0,15,17,4,4,0,0,0,1,0,0,0,0,10,540242,-2809,-9,-6,6,-10,0,0,-2,0,0
KR_7761181047,14870,15636,288,256,3,6,6,3,3,5,0,0,0,0,20,21,2,4,1,1,1,0,0,0,0,0,10,540260,-766,32,-3,3,-2,0,0,-1,-2,0
KR_7761194866,15254,15769,251,237,6,7,7,6,4,10,0,0,0,0,15,17,5,2,1,1,0,1,0,0,0,0,10,540241,-515,14,-1,1,-6,0,0,-2,3,0
KR_7761201536,14337,16367,240,247,3,9,9,3,3,8,0,0,0,0,13,13,1,0,0,1,0,1,0,0,0,0,10,540242,-2030,-7,-6,6,-5,0,0,0,1,-1
KR_7761210115,14746,15253,253,280,5,4,4,5,6,5,0,0,0,0,35,16,3,2,1,2,0,1,0,0,0,0,10,540219,-507,-27,1,-1,1,0,0,19,1,-1
KR_7761213457,17233,15229,264,258,9,5,5,9,12,5,0,0,0,0,19,12,0,3,3,0,0,1,0,0,0,0,10,540229,2004,6,4,-4,7,0,0,7,-3,3
KR_7761213570,14814,17106,242,290,6,9,9,6,5,6,0,0,0,0,12,115,4,1,0,1,0,1,0,0,0,0,10,540216,-2292,-48,-3,3,-1,0,0,-103,3,-1
KR_7761221884,13739,17473,253,265,2,10,10,2,2,8,0,0,0,0,34,118,4,1,0,1,0,1,0,0,0,0,10,540294,-3734,-12,-8,8,-6,0,0,-84,3,-1
KR_7761230108,14823,15424,271,293,4,4,4,4,5,3,0,1,0,0,17,17,4,2,0,0,1,0,0,1,0,0,10,540205,-601,-22,0,0,2,-1,0,0,2,0
KR_7761231979,13878,16084,263,284,2,5,5,2,1,5,0,0,0,0,15,17,2,3,0,3,0,1,0,0,0,0,10,540236,-2206,-21,-3,3,-4,0,0,-2,-1,-3
KR_7761240121,14527,14287,256,245,5,5,5,5,4,3,0,1,0,0,20,17,2,2,0,0,1,0,0,1,0,0,10,540226,240,11,0,0,1,-1,0,3,0,0
KR_7761244604,13506,16013,257,296,2,5,5,2,1,4,0,1,0,0,19,16,2,3,1,3,0,1,0,1,0,0,10,540208,-2507,-39,-3,3,-3,-1,0,3,-1,-2
KR_7761249199,14439,14632,251,275,4,4,4,4,8,6,0,1,0,0,25,12,1,5,0,0,0,1,0,1,0,0,10,540205,-193,-24,0,0,2,-1,0,13,-4,0
KR_7761251273,16371,15858,264,277,7,6,6,7,7,7,0,0,0,0,24,12,0,7,0,1,1,0,0,0,0,0,10,540257,513,-13,1,-1,0,0,0,12,-7,-1
KR_7761256695,15376,15644,213,238,7,7,7,7,10,8,0,1,0,0,20,23,2,2,0,2,0,1,0,1,0,0,10,540203,-268,-25,0,0,2,-1,0,-3,0,-2
KR_7761257841,17147,15884,260,257,10,6,6,10,11,9,0,1,0,0,17,15,2,4,0,1,0,1,0,1,0,0,10,540234,1263,3,4,-4,2,-1,0,2,-2,-1
KR_7761264220,14312,13901,255,253,4,4,4,4,8,4,1,0,0,0,12,15,3,0,1,1,0,1,1,0,0,0,10,540287,411,2,0,0,4,1,0,-3,3,0
KR_7761275031,15188,15596,305,277,3,6,6,3,4,6,0,0,0,0,33,34,7,6,0,0,0,1,0,0,0,0,10,540208,-408,28,-3,3,-2,0,0,-1,1,0
KR_7761280381,15278,14710,276,263,5,3,3,5,4,6,0,0,0,0,12,17,1,1,0,1,0,1,0,0,0,0,10,540269,568,13,2,-2,-2,0,0,-5,0,-1
KR_7761280857,16092,14598,273,269,7,4,4,7,11,5,1,0,0,0,48,15,1,2,2,0,1,0,1,0,0,0,10,540256,1494,4,3,-3,6,1,0,33,-1,2
KR_7761287691,14918,14257,281,238,3,4,4,3,3,5,0,0,0,0,17,15,2,3,0,1,0,1,0,0,0,0,10,540210,661,43,-1,1,-2,0,0,2,-1,-1
KR_7761302335,14984,15938,274,254,5,7,7,5,4,8,1,0,0,0,24,24,7,3,0,0,0,1,1,0,0,0,10,540223,-954,20,-2,2,-4,1,0,0,4,0
KR_7761305710,15080,17807,292,284,3,12,12,3,2,11,0,0,0,0,15,39,6,5,0,0,0,1,0,0,0,0,10,540274,-2727,8,-9,9,-9,0,0,-24,1,0
KR_7761308189,15583,14000,285,238,6,4,4,6,5,7,0,0,0,0,21,17,3,9,2,0,0,1,0,0,0,0,10,540213,1583,47,2,-2,-2,0,0,4,-6,2
KR_7761308421,13977,14985,255,290,3,4,4,3,6,6,0,0,0,0,16,16,0,3,0,0,0,1,0,0,0,0,10,540226,-1008,-35,-1,1,0,0,0,0,-3,0
KR_7761314676,14169,15001,239,282,4,4,4,4,3,4,0,1,0,0,14,15,0,1,0,2,1,0,0,1,0,0,10,540231,-832,-43,0,0,-1,-1,0,-1,-1,-2
KR_7761339084,17002,14100,256,254,9,4,4,9,13,2,1,0,0,0,17,12,4,5,1,1,1,0,1,0,0,0,10,540223,2902,2,5,-5,11,1,0,5,-1,0
KR_7761341697,16781,14549,260,289,9,3,3,9,15,2,0,1,0,0,38,11,2,4,1,0,1,0,0,1,0,0,10,540222,2232,-29,6,-6,13,-1,0,27,-2,1
KR_7761350104,14372,15380,260,236,4,8,8,4,3,6,0,1,0,0,14,43,2,3,0,1,1,0,0,1,0,0,10,540184,-1008,24,-4,4,-3,-1,0,-29,-1,-1
KR_7761351500,14835,14257,254,236,5,4,4,5,6,5,0,1,0,0,11,12,0,1,0,1,0,1,0,1,0,0,10,540270,578,18,1,-1,1,-1,0,-1,-1,-1
KR_7761357011,14611,18573,271,281,3,13,13,3,4,15,0,0,0,0,14,14,0,0,1,1,1,0,0,0,0,0,10,540251,-3962,-10,-10,10,-11,0,0,0,0,0
KR_7761365610,15494,14959,249,274,5,4,4,5,9,6,0,0,0,0,11,17,5,0,1,0,0,1,0,0,0,0,10,540249,535,-25,1,-1,3,0,0,-6,5,1
KR_7761368041,13820,17018,255,263,3,11,11,3,2,10,0,0,0,0,19,17,3,2,1,1,0,1,0,0,0,0,10,540230,-3198,-8,-8,8,-8,0,0,2,1,0
KR_7761371072,16622,14895,283,263,7,5,5,7,9,6,0,0,0,0,25,18,1,3,1,0,0,1,0,0,0,0,10,540233,1727,20,2,-2,3,0,0,7,-2,1
KR_7761390612,17315,17229,242,260,10,10,10,10,8,14,0,0,0,0,17,37,7,6,0,0,0,1,0,0,0,0,10,540257,86,-18,0,0,-6,0,0,-20,1,0
KR_7761397785,15010,14976,252,264,5,4,4,5,7,4,0,0,0,0,19,20,2,3,0,0,1,0,0,0,0,0,10,540255,34,-12,1,-1,3,0,0,-1,-1,0
KR_7761398615,13416,15450,234,250,3,8,8,3,4,2,0,0,0,0,24,17,2,3,0,0,0,1,0,0,0,0,10,540322,-2034,-16,-5,5,2,0,0,7,-1,0
KR_7761428620,16020,16647,253,264,8,8,8,8,7,9,0,0,0,0,13,20,0,2,3,0,0,1,0,0,0,0,10,540140,-627,-11,0,0,-2,0,0,-7,-2,3
KR_7761429196,15071,15181,272,280,3,4,4,3,6,5,0,0,0,0,15,14,2,4,1,1,1,0,0,0,0,0,10,540204,-110,-8,-1,1,1,0,0,1,-2,0
KR_7761431291,15230,15321,286,270,4,5,5,4,3,8,0,0,0,0,20,15,2,3,1,1,1,0,0,0,0,0,10,540189,-91,16,-1,1,-5,0,0,5,-1,0
KR_7761433843,17509,14929,267,255,11,4,4,11,11,3,0,0,0,0,19,15,2,7,1,0,1,0,0,0,0,0,10,540238,2580,12,7,-7,8,0,0,4,-5,1
KR_7761443422,15258,14454,257,249,7,4,4,7,6,5,0,0,0,0,18,15,2,3,0,0,0,1,0,0,0,0,10,540113,804,8,3,-3,1,0,0,3,-1,0
KR_7761459013,16406,14554,242,247,8,5,5,8,10,3,0,1,0,0,57,16,4,3,1,1,0,1,0,1,0,0,10,540217,1852,-5,3,-3,7,-1,0,41,1,0
KR_7761464708,14631,16566,224,258,6,9,9,6,10,16,0,0,0,0,16,16,1,2,1,1,1,0,0,0,0,0,10,540252,-1935,-34,-3,3,-6,0,0,0,-1,0
KR_7761465790,15666,17733,214,243,8,13,13,8,12,12,0,0,0,0,29,16,3,5,0,0,1,0,0,0,0,0,10,540272,-2067,-29,-5,5,0,0,0,13,-2,0
KR_7761489796,14271,15505,256,263,3,5,5,3,3,5,0,1,0,0,17,17,1,4,0,3,0,1,0,1,0,0,10,540097,-1234,-7,-2,2,-2,-1,0,0,-3,-3
KR_7761491214,14328,17127,231,262,4,8,8,5,7,11,0,0,0,0,37,15,2,3,1,0,0,1,0,0,0,0,10,540189,-2799,-31,-4,3,-4,0,0,22,-1,1
KR_7761505653,15028,13524,286,214,4,3,3,4,3,4,0,0,0,0,15,23,4,2,1,0,0,1,0,0,0,0,10,540217,1504,72,1,-1,-1,0,0,-8,2,1
KR_7761517959,16862,12541,270,245,10,0,0,10,16,0,1,0,0,0,18,31,4,3,0,0,1,0,1,0,0,0,10,540236,4321,25,10,-10,16,1,0,-13,1,0
KR_7761522006,16080,15163,282,254,7,5,5,7,7,6,1,0,0,0,13,17,2,2,1,2,1,0,1,0,0,0,10,540239,917,28,2,-2,1,1,0,-4,0,-1
KR_7761529240,14600,14344,223,248,6,4,4,6,11,7,1,0,0,0,17,17,2,1,0,0,1,0,1,0,0,0,10,540225,256,-25,2,-2,4,1,0,0,1,0
KR_7761531971,13464,14068,270,261,1,3,3,1,1,2,0,0,0,0,13,36,3,1,1,1,0,1,0,0,0,0,10,540218,-604,9,-2,2,-1,0,0,-23,2,0
KR_7761538375,13938,16149,254,284,3,7,7,3,5,5,0,1,0,0,16,16,3,4,0,2,0,1,0,1,0,0,10,540204,-2211,-30,-4,4,0,-1,0,0,-1,-2
KR_7761551447,14616,15186,273,259,4,4,4,4,0,7,1,0,0,0,20,18,5,3,1,1,0,1,1,0,0,0,10,540261,-570,14,0,0,-7,1,0,2,2,0
KR_7761557835,14232,16864,281,297,3,6,6,3,1,10,0,0,0,0,36,16,2,2,0,2,0,1,0,0,0,0,10,540219,-2632,-16,-3,3,-9,0,0,20,0,-2
KR_7761581673,15961,15438,230,267,9,6,6,9,8,3,0,0,0,0,13,38,3,0,0,1,1,0,0,0,0,0,10,540210,523,-37,3,-3,5,0,0,-25,3,-1
KR_7761581938,15049,13640,259,277,6,1,1,6,9,0,0,0,0,0,37,16,2,4,0,0,1,0,0,0,0,0,10,540115,1409,-18,5,-5,9,0,0,21,-2,0
KR_7761585609,15961,15404,273,263,6,5,6,6,9,8,0,0,0,0,15,15,2,3,0,2,0,1,0,0,0,0,10,540254,557,10,1,0,1,0,0,0,-1,-2
KR_7761587088,17056,16114,246,227,11,9,9,11,8,13,0,1,0,0,11,18,4,1,0,0,1,0,0,1,0,0,10,540232,942,19,2,-2,-5,-1,0,-7,3,0
KR_7761604921,15420,16377,247,242,5,9,9,5,5,9,0,0,0,0,20,42,4,3,2,0,0,1,0,0,0,0,10,540187,-957,5,-4,4,-4,0,0,-22,1,2
KR_7761615286,13859,14961,268,280,2,4,4,2,2,2,1,0,0,0,14,13,1,2,0,1,0,1,1,0,0,0,10,540197,-1102,-12,-2,2,0,1,0,1,-1,-1
KR_7761619168,16791,16173,283,258,9,8,8,9,6,10,0,0,0,0,17,27,6,1,2,1,0,1,0,0,0,0,10,540187,618,25,1,-1,-4,0,0,-10,5,1
KR_7761622353,16357,15942,255,263,9,6,8,9,10,5,0,0,0,0,34,15,3,2,1,0,1,0,0,0,0,0,10,540235,415,-8,3,-1,5,0,0,19,1,1
KR_7761630871,16327,17056,269,251,8,10,10,8,7,12,0,0,0,0,23,14,4,3,0,0,1,0,0,0,0,0,10,540276,-729,18,-2,2,-5,0,0,9,1,0
KR_7761640975,15389,14013,280,257,6,3,3,6,3,1,0,0,0,0,20,16,3,3,0,0,1,0,0,0,0,0,10,540274,1376,23,3,-3,2,0,0,4,0,0
KR_7761650562,14957,14725,271,262,4,4,4,4,3,7,0,0,0,0,13,36,4,2,1,1,1,0,0,0,0,0,10,540235,232,9,0,0,-4,0,0,-23,2,0
KR_7761651466,15927,14136,265,247,8,4,4,8,7,4,0,1,0,0,15,12,4,1,1,0,0,1,0,1,0,0,10,540237,1791,18,4,-4,3,-1,0,3,3,1
KR_7761652186,15388,16135,254,264,6,8,8,6,5,7,0,1,0,0,18,34,2,4,0,0,1,0,0,1,0,0,10,540224,-747,-10,-2,2,-2,-1,0,-16,-2,0
KR_7761655529,16377,16467,257,262,8,7,7,8,11,10,0,0,0,0,20,38,3,4,0,0,0,1,0,0,0,0,10,540214,-90,-5,1,-1,1,0,0,-18,-1,0
KR_7761664669,14687,13575,271,270,4,2,2,4,4,1,0,1,0,0,14,16,1,2,0,0,1,0,0,1,0,0,10,540215,1112,1,2,-2,3,-1,0,-2,-1,0
KR_7761675599,16878,16109,238,250,11,8,8,11,8,10,0,0,0,0,21,36,5,3,0,0,0,1,0,0,0,0,10,540276,769,-12,3,-3,-2,0,0,-15,2,0
KR_7761679679,16017,14395,300,268,5,3,3,5,7,5,0,0,0,0,23,20,4,4,0,0,1,0,0,0,0,0,10,540201,1622,32,2,-2,2,0,0,3,0,0
KR_7761683255,16765,14314,283,278,8,2,2,8,9,2,0,1,0,0,18,16,4,3,1,1,1,0,0,1,0,0,10,540227,2451,5,6,-6,7,-1,0,2,1,0
KR_7761689611,16372,15857,287,270,7,7,7,7,7,5,0,0,0,0,17,25,2,5,0,0,0,1,0,0,0,0,10,540274,515,17,0,0,2,0,0,-8,-3,0
KR_7761690304,13589,16844,242,238,2,10,10,2,3,15,1,0,0,0,14,20,1,3,1,1,0,1,1,0,0,0,10,540187,-3255,4,-8,8,-12,1,0,-6,-2,0
KR_7761698766,14826,13653,255,264,5,2,2,6,4,4,0,0,0,0,19,31,3,2,0,0,0,1,0,0,0,0,10,540225,1173,-9,3,-4,0,0,0,-12,1,0
KR_7761720574,15786,13678,292,276,5,2,2,5,5,0,0,0,0,0,16,32,3,3,1,0,1,0,0,0,0,0,10,540228,2108,16,3,-3,5,0,0,-16,0,1
KR_7761722827,15123,14533,291,265,4,4,4,4,3,3,0,1,0,0,17,19,5,4,1,0,1,0,0,1,0,0,10,540217,590,26,0,0,0,-1,0,-2,1,1
KR_7761723720,14733,16789,242,257,5,10,10,5,4,7,0,0,0,0,17,33,4,1,2,1,1,0,0,0,0,0,10,540212,-2056,-15,-5,5,-3,0,0,-16,3,1
KR_7761728529,15242,16135,234,242,6,10,10,6,7,9,0,0,0,0,14,16,4,3,1,0,1,0,0,0,0,0,10,540242,-893,-8,-4,4,-2,0,0,-2,1,1
KR_7761728928,16797,16994,261,243,8,9,9,8,7,11,0,1,0,0,14,28,2,2,1,2,0,1,0,1,0,0,10,540222,-197,18,-1,1,-4,-1,0,-14,0,-1
KR_7761732015,15047,16394,242,277,6,7,7,6,3,9,0,0,0,0,24,41,6,5,0,0,0,1,0,0,0,0,10,540219,-1347,-35,-1,1,-6,0,0,-17,1,0
KR_7761735581,15459,16134,258,230,6,10,10,6,3,14,0,0,0,0,174,30,5,2,1,0,0,1,0,0,0,0,10,540199,-675,28,-4,4,-11,0,0,144,3,1
KR_7761748296,15014,14029,288,251,4,3,3,4,3,1,0,0,0,0,37,16,8,4,0,0,0,1,0,0,0,0,10,540218,985,37,1,-1,2,0,0,21,4,0
KR_7761759045,15777,15842,261,265,7,8,8,7,8,6,0,0,0,0,20,15,0,4,0,1,1,0,0,0,0,0,10,540251,-65,-4,-1,1,2,0,0,5,-4,-1
KR_7761763865,16075,15730,266,265,7,7,7,7,9,5,1,0,0,0,13,14,3,2,0,2,1,0,1,0,0,0,10,540251,345,1,0,0,4,1,0,-1,1,-2
KR_7761765241,17313,17064,258,264,11,8,8,11,16,8,0,1,0,0,16,29,2,1,0,0,1,0,0,1,0,0,10,540187,249,-6,3,-3,8,-1,0,-13,1,0
KR_7761767343,15551,15461,259,281,5,5,5,5,8,7,0,0,0,0,35,29,5,6,1,0,0,1,0,0,0,0,10,540224,90,-22,0,0,1,0,0,6,-1,1
KR_7761776194,15505,16010,217,240,8,9,9,9,6,8,0,1,0,0,13,16,1,2,2,1,1,0,0,1,0,0,10,540233,-505,-23,-1,0,-2,-1,0,-3,-1,1
KR_7761782554,13325,16743,238,292,2,8,8,2,2,7,0,0,0,0,16,36,2,3,0,2,0,1,0,0,0,0,10,540157,-3418,-54,-6,6,-5,0,0,-20,-1,-2
KR_7761786382,15564,16722,260,271,6,10,10,6,9,17,0,0,0,0,10,11,0,1,0,1,0,1,0,0,0,0,10,540236,-1158,-11,-4,4,-8,0,0,-1,-1,-1
KR_7761802191,14237,17276,254,316,3,8,8,3,3,6,0,0,0,0,16,26,4,5,0,0,0,1,0,0,0,0,10,540216,-3039,-62,-5,5,-3,0,0,-10,-1,0
KR_7761804442,14369,16393,294,276,2,8,8,2,3,10,0,1,0,0,16,28,1,4,0,0,0,1,0,1,0,0,10,540195,-2024,18,-6,6,-7,-1,0,-12,-3,0
KR_7761805187,15675,14713,271,270,5,4,4,5,11,6,0,1,0,0,22,107,3,4,0,1,1,0,0,1,0,0,10,540215,962,1,1,-1,5,-1,0,-85,-1,-1
KR_7761811015,16261,13750,282,248,6,3,3,6,8,2,0,0,0,0,16,32,5,4,2,0,1,0,0,0,0,0,10,540230,2511,34,3,-3,6,0,0,-16,1,2
KR_7761811445,13658,15182,249,271,2,6,6,2,2,4,0,1,0,0,34,22,2,3,1,1,0,1,0,1,0,0,10,540113,-1524,-22,-4,4,-2,-1,0,12,-1,0
KR_7761823412,16058,16120,250,274,9,7,7,9,4,8,0,0,0,0,18,21,3,3,1,1,0,1,0,0,0,0,10,540207,-62,-24,2,-2,-4,0,0,-3,0,0
KR_7761823787,17543,14584,259,266,11,4,4,11,15,4,0,0,0,0,19,19,3,4,2,0,1,0,0,0,0,0,10,540233,2959,-7,7,-7,11,0,0,0,-1,2
KR_7761834027,15513,14659,251,256,5,4,4,5,6,6,0,1,0,0,12,18,5,3,0,0,1,0,0,1,0,0,10,540239,854,-5,1,-1,0,-1,0,-6,2,0
KR_7761837683,15509,14366,286,286,5,3,3,5,6,2,0,1,0,0,14,26,5,3,0,0,1,0,0,1,0,0,10,540219,1143,0,2,-2,4,-1,0,-12,2,0
KR_7761837976,16668,14690,274,276,8,4,4,8,6,3,0,0,0,0,16,11,2,7,0,0,0,1,0,0,0,0,10,540208,1978,-2,4,-4,3,0,0,5,-5,0
KR_7761841873,16914,16489,262,250,10,8,9,10,9,10,0,0,0,0,16,12,4,3,1,1,1,0,0,0,0,0,10,540219,425,12,2,-1,-1,0,0,4,1,0
KR_7761854563,18179,13861,267,214,12,4,5,12,17,4,0,0,0,0,23,16,6,4,2,0,1,0,0,0,0,0,10,540167,4318,53,8,-7,13,0,0,7,2,2
KR_7761855752,16764,14969,272,255,8,6,6,8,7,4,0,0,0,0,25,16,3,3,1,0,1,0,0,0,0,0,10,540247,1795,17,2,-2,3,0,0,9,0,1
KR_7761862978,14566,15280,265,264,4,5,5,4,3,7,0,1,0,0,21,19,2,5,1,0,1,0,0,1,0,0,10,540245,-714,1,-1,1,-4,-1,0,2,-3,1
KR_7761868113,19152,13900,295,229,13,3,3,13,12,4,0,0,0,0,16,17,3,1,0,0,1,0,0,0,0,0,10,540247,5252,66,10,-10,8,0,0,-1,2,0
KR_7761877330,16936,15876,256,281,8,6,7,8,13,4,0,0,0,0,19,105,3,5,1,3,1,0,0,0,0,0,10,540182,1060,-25,2,-1,9,0,0,-86,-2,-2
KR_7761878413,14917,15183,280,282,4,4,4,4,6,3,1,0,0,0,16,33,2,2,0,0,0,1,1,0,0,0,10,540257,-266,-2,0,0,3,1,0,-17,0,0
KR_7761881362,17389,16230,287,279,9,5,5,9,8,9,0,0,0,0,19,18,1,5,3,0,1,0,0,0,0,0,10,540195,1159,8,4,-4,-1,0,0,1,-4,3
KR_7761884932,15452,15570,279,296,5,4,4,5,5,5,0,0,0,0,18,18,5,6,1,1,0,1,0,0,0,0,10,540215,-118,-17,1,-1,0,0,0,0,-1,0
KR_7761896022,16159,16354,215,212,9,9,9,9,6,8,0,0,0,0,12,17,1,2,0,0,0,1,0,0,0,0,10,540256,-195,3,0,0,-2,0,0,-5,-1,0
KR_7761904119,17449,16120,279,269,9,8,8,9,12,4,0,0,0,0,13,13,3,4,0,0,1,0,0,0,0,0,10,540244,1329,10,1,-1,8,0,0,0,-1,0
KR_7761905594,16704,14328,267,253,8,5,5,8,11,1,1,0,0,0,17,16,4,4,0,1,1,0,1,0,0,0,10,540238,2376,14,3,-3,10,1,0,1,0,-1
KR_7761913584,15912,14854,284,265,6,4,4,6,8,2,0,0,0,0,20,15,4,4,0,0,1,0,0,0,0,0,10,540218,1058,19,2,-2,6,0,0,5,0,0
KR_7761916809,14687,15080,274,276,4,5,5,4,3,5,0,0,0,0,22,18,5,3,0,0,0,1,0,0,0,0,10,540236,-393,-2,-1,1,-2,0,0,4,2,0
KR_7761925505,16427,14480,257,255,10,4,4,10,5,6,0,0,0,0,12,40,4,0,1,0,1,0,0,0,0,0,10,540207,1947,2,6,-6,-1,0,0,-28,4,1
KR_7761931925,15457,14902,266,246,6,4,4,6,10,6,0,0,0,0,14,19,3,4,0,1,1,0,0,0,0,0,10,540215,555,20,2,-2,4,0,0,-5,-1,-1
KR_7761938655,15615,14423,270,257,6,4,4,6,6,3,0,0,0,0,107,36,3,4,2,0,0,1,0,0,0,0,10,540256,1192,13,2,-2,3,0,0,71,-1,2
KR_7761939377,14881,14785,284,302,4,2,2,4,3,4,1,0,0,0,11,25,2,6,0,1,0,1,1,0,0,0,10,540235,96,-18,2,-2,-1,1,0,-14,-4,-1
KR_7761947696,15276,17414,261,265,5,9,10,5,4,7,0,0,0,0,53,22,5,4,0,2,0,1,0,0,0,0,10,540258,-2138,-4,-4,5,-3,0,0,31,1,-2
KR_7761948864,16872,14255,259,264,9,3,4,9,15,3,0,0,0,0,37,109,6,1,2,0,1,0,0,0,0,0,10,540295,2617,-5,6,-5,12,0,0,-72,5,2
KR_7761956322,13504,15699,252,302,2,5,5,2,3,1,0,0,0,0,14,15,3,3,0,1,1,0,0,0,0,0,10,540247,-2195,-50,-3,3,2,0,0,-1,0,-1
KR_7761957880,15285,14373,238,275,7,3,3,7,6,1,0,1,0,0,12,18,4,4,2,2,1,0,0,1,0,0,10,540235,912,-37,4,-4,5,-1,0,-6,0,0
KR_7761961252,14976,15364,259,261,5,6,6,5,2,4,0,1,0,0,17,18,4,1,0,1,0,1,0,1,0,0,10,540213,-388,-2,-1,1,-2,-1,0,-1,3,-1
KR_7761961459,18311,13154,287,238,12,2,2,12,15,1,0,0,0,0,19,29,3,0,0,0,1,0,0,0,0,0,10,540235,5157,49,10,-10,14,0,0,-10,3,0
KR_7761981641,15998,15611,251,241,8,7,7,8,6,10,0,0,0,0,10,113,1,0,1,1,0,1,0,0,0,0,10,540201,387,10,1,-1,-4,0,0,-103,1,0
KR_7761984045,16167,17296,256,273,7,7,7,7,6,8,0,0,0,0,15,14,4,2,1,3,1,0,0,0,0,1,10,540221,-1129,-17,0,0,-2,0,0,1,2,-2
KR_7761984540,15925,18204,239,243,7,14,14,7,7,17,0,0,0,0,17,27,2,4,0,0,1,0,0,0,0,0,10,540185,-2279,-4,-7,7,-10,0,0,-10,-2,0
KR_7761987137,17161,15090,259,238,11,6,6,11,8,5,1,0,0,0,14,34,2,1,1,2,1,0,1,0,0,0,10,540196,2071,21,5,-5,3,1,0,-20,1,-1
